"tax.Phylum"	"tax.Class"	"tax.Order"	"tax.Family"	"tax.Genus"	"otu.T1.dry"	"otu.T1.wet"	"otu.T1.dry.1"	"otu.T1.wet.1"	"otu.T1.dry.2"	"otu.T1.wet.2"	"otu.T7.dry"	"otu.T7.wet"	"otu.T7.dry.1"	"otu.T7.wet.1"	"otu.T7.dry.2"	"otu.T7.wet.2"	"otu.DF.dry"	"otu.DF.wet"	"otu.DF.dry.1"	"otu.DF.wet.1"	"otu.DF.dry.2"	"otu.CF.dry"	"otu.CF.wet"	"otu.CF.dry.1"	"otu.CF.wet.1"	"otu.CF.dry.2"	"otu.CF.wet.2"
"Otu0126"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"Solirubrobacterales"	"unclassified"	1	0	0	0	0	0	0	1	0	0	1	0	4	2	6	0	0	1	3	0	2	7	2
"Otu0127"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"unclassified"	8	7	3	2	1	1	0	0	0	1	3	1	0	0	2	0	0	0	0	1	0	0	0
"Otu0128"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"unclassified"	"unclassified"	1	11	2	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0129"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	5	2	0	2	0	0	0	0	0	0	0	3	0	0	0	1	3	2	3	0	0
"Otu0130"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Corynebacterineae"	0	0	0	0	0	2	3	0	0	1	2	2	2	3	2	0	2	0	0	1	0	3	0
"Otu0131"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	2	1	1	3	1	1	0	2	4	3	4	0	0	1	0	0	0
"Otu0132"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylocystaceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	6	1	6	1	2
"Otu0133"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	1	2	0	0	2	0	2	1	3	1	0	0	1	3	4	0	0	0	1	1	0	0
"Otu0134"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	4	0	0	0	1	0	0	0	0	1	3	4	0	0	3	0	1	6	2	0
"Otu0135"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"Solirubrobacterales"	"Solirubrobacteriaceae"	0	0	0	3	0	0	2	1	0	4	2	1	1	1	1	0	4	0	1	2	0	4	1
"Otu0136"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2	2	2	10
"Otu0137"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	2	2	2	10	1	6
"Otu0138"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Chloroacidobacterium"	2	0	0	0	1	0	1	1	6	2	2	4	3	0	1	0	2	0	0	1	0	0	0
"Otu0139"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	2	0	4	0	2	1	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	1	6
"Otu0140"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	2	0	0	0	2	1	0	0	6	4	2	0	0	4	3	0	0	0	0	0	0
"Otu0141"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	2	0	7	2	0	0
"Otu0142"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	1	0	0	0	0	0	0	2	2	3	0	1	0	0	8	0	0	0	0	0	0
"Otu0143"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	1	0	1	3	5	3	1	1	4	2	3	0	2	0	0	0	0	0	0
"Otu0144"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	6	0	5	4	3	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1
"Otu0145"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Propionibacterineae"	0	0	1	0	0	0	3	0	2	2	0	0	0	4	2	1	1	0	0	0	1	2	1
"Otu0146"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"uncultured"	0	0	0	0	0	0	1	2	0	0	0	0	3	1	1	4	0	1	0	2	1	1	1
"Otu0147"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	0	0	2	0	1	1	2	1	0	4	4	3	0	2	0	0	0	0	0
"Otu0148"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"uncultured"	2	1	0	0	0	0	0	0	0	0	0	0	4	5	1	1	0	2	5	0	2	1	0
"Otu0149"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"AKIW543"	"unclassified"	0	0	1	0	1	0	0	0	2	1	4	5	0	0	0	0	1	0	0	1	0	0	0
"Otu0150"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"uncultured"	1	0	0	2	0	1	0	3	2	2	1	5	0	1	3	0	0	0	0	0	0	0	0
"Otu0151"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	7	2	1	2	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0152"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	1	0	6	2
"Otu0153"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	3	6	1	3	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"Otu0154"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	7	4	4	1
"Otu0155"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	2	0	2	1	1	1	2	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0
"Otu0156"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	0	0	0	0	0	0	0	0	4	2	2	0	1	0	7	2	0	1	0	0	0	0	0
"Otu0157"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	1	0	0	1	0	1	1	0	1	1	7	5	0	0	3	0	0	0	0	1	0	1	0
"Otu0158"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	0	0	1	0	0	1	1	2	0	0	7	0	1	0	0	0	1	0	2	2	1	0	0
"Otu0159"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	0	0	0	5	1	0	1	0	2	1	1	1	0	1	0	4	0	0	2	0	0	0	1
"Otu0160"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	4	4	2	4	1
"Otu0161"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Propionibacterineae"	0	0	0	0	0	0	1	1	2	6	0	7	0	1	1	0	0	0	0	0	0	0	0
"Otu0162"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"unclassified"	0	0	0	0	0	0	0	5	1	1	0	2	0	2	0	1	1	0	1	0	1	1	0
"Otu0163"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobidae"	"Acidimicrobiales"	"Acidimicrobineae"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	1	3	7
"Otu0164"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	7	0	3	0	2
"Otu0165"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Micrococcineae"	3	0	0	2	0	0	0	0	0	1	0	3	2	1	4	1	2	0	0	2	0	2	0
"Otu0166"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Acidobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	1	5
"Otu0167"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"unclassified"	0	1	0	2	1	4	0	1	0	0	0	0	1	3	2	1	0	0	0	0	1	0	0
"Otu0168"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylocystaceae"	"uncultured"	1	0	0	0	0	1	0	2	0	2	0	0	1	0	2	0	0	1	2	0	1	2	4
"Otu0169"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"Steroidobacter"	0	3	0	3	3	2	0	0	0	2	1	3	0	0	0	0	3	0	0	0	0	0	0
"Otu0170"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Frankineae"	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	2	0	0	4	4	5	1
"Otu0171"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	5	1	2	4	2	2	3	1	2	0	0	0	0	0	0
"Otu0172"	"Candidate_division_TM7"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	1	2	0	0	5	1	0	0	1	0	1	2	0	0	0	0	0	0	4	0	1	0	3
"Otu0173"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"unclassified"	1	1	0	0	0	1	1	0	0	1	0	1	3	1	5	0	2	0	1	0	2	0	0
"Otu0174"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	"unclassified"	"unclassified"	0	0	0	0	0	0	1	0	1	4	0	2	3	0	3	3	0	0	1	0	0	0	0
"Otu0175"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"unclassified"	1	4	0	5	2	1	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0
"Otu0176"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	5	3	3	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0177"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	3	2	9
"Otu0178"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	1	2	2
"Otu0179"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	4	4	0	0	1	1	1	0
"Otu0180"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	1	1	3	1
"Otu0181"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	11	0	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0182"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	1	10	1	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0183"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Chloroacidobacterium"	0	0	0	1	0	2	0	3	3	3	1	1	1	1	0	1	0	0	0	0	0	0	0
"Otu0184"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	2	6	4
"Otu0185"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	3	2	0	0	0
"Otu0186"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	1	0	2	3	2	0	0	1	2	1	0	1	4	1	1	0	0	0	2	0	0
"Otu0187"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	1	3	1	0	0	1	2	0	0	0	1	3	0	0	3	0	0	1
"Otu0188"	"Candidate_division_TM7"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	2	0	2	0	1	0	0	0	0	0	0	0	3	0	5	1	0	1	1	2	0	0
"Otu0189"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"unclassified"	0	1	1	1	1	0	4	2	0	3	1	4	1	0	0	0	0	0	0	0	0	0	0
"Otu0190"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Propionibacterineae"	3	1	0	1	0	1	2	2	0	3	0	1	0	1	3	0	0	0	0	0	2	0	0
"Otu0191"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Micrococcineae"	0	0	2	0	0	0	0	0	2	5	4	3	0	0	0	0	0	1	0	0	0	1	0
"Otu0192"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	2	0	3	1	4	3	0	0	0	1	2	1	4	1	0	0	0	0	0	0	0
"Otu0193"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobidae"	"Acidimicrobiales"	"Acidimicrobineae"	0	0	0	0	0	0	0	0	1	2	2	1	2	1	3	3	1	0	0	0	0	0	0
"Otu0194"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"Nitrosospira"	5	2	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Otu0195"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	2	8	1	2
"Otu0196"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Dyella"	0	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"Otu0197"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Propionibacterineae"	0	0	1	0	0	0	0	1	0	1	3	0	0	0	4	0	0	0	0	0	3	1	0
"Otu0198"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"unclassified"	0	0	1	0	1	2	6	4	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
"Otu0199"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	1	0	0	0	0	1	0	0	0	0	2	1	0	2	3	2	1	1	0	2	0	1	1
"Otu0200"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	5	7
"Otu0201"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Propionibacterineae"	0	1	0	0	0	2	0	0	0	0	0	0	0	12	0	1	0	1	0	0	0	0	0
"Otu0202"	"Acidobacteria"	"Holophagae"	"iii1-8"	"unclassified"	"unclassified"	0	1	0	2	0	1	0	0	0	1	2	2	0	2	1	1	3	0	0	0	0	0	0
"Otu0203"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"unclassified"	5	1	1	8	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"Otu0204"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	"unclassified"	"unclassified"	0	0	1	2	0	0	2	3	4	1	1	0	1	0	3	0	1	0	0	1	0	0	0
"Otu0205"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	1	0	1	2	2	3	1	1	0	0	3	0	0	0	0	0	0	0
"Otu0206"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	1	0	4	1	0	1
"Otu0207"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"unclassified"	0	0	0	0	0	0	0	1	2	1	3	0	3	2	0	1	1	0	0	0	0	0	0
"Otu0208"	"Actinobacteria"	"Actinobacteria"	"Rubrobacteridae"	"AKIW543"	"unclassified"	0	1	0	0	1	1	1	0	0	0	2	0	1	2	2	2	1	0	0	0	1	0	0
"Otu0209"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	1	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0210"	"Proteobacteria"	"Betaproteobacteria"	"TRA3-20"	"unclassified"	"unclassified"	0	0	2	2	2	5	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"Otu0211"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	0	0	0	0	1	0	1	2	1	1	2	0	3	0	0	0	0	0	0
"Otu0212"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Ellin6055"	"unclassified"	3	3	1	1	2	2	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
"Otu0213"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unclassified"	"unclassified"	0	0	1	0	3	5	2	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0
"Otu0214"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	0	0	1	0	0	0	0	0	3	0	0	0	2	1	3	3	1	1	0	1	0	0	0
"Otu0215"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	1	2	0	0	3	0	0	0
"Otu0216"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	2	2	2	0	1	3	1	1	0	0	0	0	0	1	0	0
"Otu0217"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Streptomycineae"	2	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	2	0	0	1	5
"Otu0218"	"Actinobacteria"	"Actinobacteria"	"unclassified"	"unclassified"	"unclassified"	1	0	0	0	0	0	1	0	0	0	1	1	0	1	4	0	4	0	0	0	0	0	0
"Otu0219"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"unclassified"	0	0	0	0	0	0	4	2	3	0	0	4	1	0	0	0	1	1	0	1	0	0	0
"Otu0220"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	8	0	0	0	1	0	0	0
"Otu0221"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"unclassified"	0	1	2	0	0	0	0	0	0	0	3	0	4	0	2	0	0	0	0	1	3	2	0
"Otu0222"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"uncultured"	0	0	0	0	0	0	0	0	3	0	4	0	0	0	1	0	7	1	0	2	0	0	0
"Otu0223"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	9
"Otu0224"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	0	0	0	0	1	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0
"Otu0225"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	4	3	2	0	1	1
"Otu0226"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"unclassified"	0	0	0	0	0	0	1	0	0	0	0	0	1	7	0	3	0	1	1	1	2	0	1
"Otu0227"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Micrococcineae"	1	0	5	0	2	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0
"Otu0228"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	0	0	1	0	0	1	0	2	1	4	0	2	1	2	0	0	0	0	0	0	0	0	0
"Otu0229"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	1	0	3	1	2	1
"Otu0230"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"uncultured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	5
"Otu0231"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"unclassified"	1	2	0	0	0	0	1	1	0	5	1	0	0	1	0	0	0	0	1	0	0	0	0
"Otu0232"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	2	0	9	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0
"Otu0233"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	6	2	2	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0234"	"Chloroflexi"	"KD4-96"	"unclassified"	"unclassified"	"unclassified"	2	0	2	2	0	1	0	3	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0
"Otu0235"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	0	3	0	6	0	1	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0
"Otu0236"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Duganella"	0	0	0	0	1	0	0	1	0	5	0	0	1	4	0	4	1	0	0	0	0	0	1
"Otu0237"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	1	1	2	2	0	1	0	0	0	0	0	2	1	1	0	1	3	0	0	2	0	0	0
"Otu0238"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus_Solibacter"	0	0	0	0	0	1	0	0	0	0	2	0	4	0	3	0	3	0	0	2	3	1	1
"Otu0239"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"unclassified"	0	0	0	0	2	0	2	0	1	1	3	2	0	2	0	0	0	2	0	0	1	1	0
"Otu0240"	"Chloroflexi"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	1	0	2	3	1	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0241"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	9	0	0	0	0
"Otu0242"	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae"	"uncultured"	2	0	3	0	3	6	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0
"Otu0243"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"unclassified"	1	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	5	0
"Otu0244"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"unclassified"	6	2	4	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"Otu0245"	"Bacteroidetes"	"Sphingobacteria"	"Sphingobacteriales"	"Chitinophagaceae"	"uncultured"	0	0	2	4	7	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0246"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"unclassified"	0	0	0	0	0	0	0	1	1	5	0	2	0	1	0	0	2	0	0	0	1	0	0
"Otu0247"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	"unclassified"	"unclassified"	0	0	2	1	0	0	1	3	1	3	0	3	0	1	0	0	0	0	0	0	0	0	0
"Otu0248"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	2	0	0	0	0	0	3	0	2	0	1	0	3	0	0	0	0	0	0	1	0	0
"Otu0249"	"Actinobacteria"	"Actinobacteria"	"Actinobacteridae"	"Actinomycetales"	"Streptomycineae"	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	9	0	3	0	0
"Otu0250"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	1	0	0	0	0	1	4	2	0	0	0	0	1	0	3	1	0	2	0	1	1	0	0
"Otu0251"	"Proteobacteria"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	5	4	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Otu0252"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"uncultured"	0	0	1	0	1	1	0	0	1	1	3	1	3	2	1	1	0	0	0	0	0	2	0
"Otu0253"	"Proteobacteria"	"Alphaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	0	2	0	0	0	1	2	1	2	0	3	0	0	0	0	2	0	0	0	0	0	0
"Otu0254"	"Actinobacteria"	"Actinobacteria"	"unclassified"	"unclassified"	"unclassified"	2	0	1	0	0	0	2	0	0	2	2	0	0	2	1	0	0	0	0	0	0	1	0
"Otu0255"	"Proteobacteria"	"Betaproteobacteria"	"unclassified"	"unclassified"	"unclassified"	0	1	0	0	0	0	1	0	3	0	1	1	0	1	3	1	0	0	0	2	0	0	0
"Otu0256"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	"unclassified"	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	5	3	3	1
